statement,status
Sometimes I feel like everything is falling apart more than I would like to admit.,Depression
I think I feel short-tempered and frustrated because of stress and that worries me.,Stress
Honestly I have been saying goodbye to people close to me more than I would like to admit.,Suicidal
Today I feel very intense emotions that others do not seem to feel which is not normal for me.,Personality Disorder
Most days Then when I am low I feel paralyzed and cannot do anything and it is hard.,Bi-Polar
Lately I feel like my identity changes depending on who I am with which is not normal for me.,Personality Disorder
I feel very empty inside most of the time and it is exhausting.,Personality Disorder
Most days I went for a walk and felt refreshed more than I would like to admit.,Normal
Lately I feel like I want to disappear forever lately.,Suicidal
Today I feel overwhelmed by sadness all the time every single day.,Depression
Honestly Then when I am low I feel paralyzed and cannot do anything which is not normal for me.,Bi-Polar
To be honest I started many projects when I was high but finished none every single day.,Bi-Polar
It feels like like my emotions control me rather than the other way around more than I would like to admit.,Personality Disorder
To be honest I feel like I am moving through fog every day and it is hard.,Depression
Today I'm afraid of embarrassing myself in front of others more than I would like to admit.,Anxiety
Honestly I feel like I want to end everything tonight and it is hard.,Suicidal
Sometimes One day I feel amazing and the next I feel completely awful and I wish I could change it.,Bi-Polar
Most days I feel like I want to end everything tonight and it is exhausting.,Suicidal
Sometimes I feel like my mind works differently from everyone else and it is hard.,Bi-Polar
Often I feel on edge even when I am at home and I do not know what to do.,Anxiety
I notice that Getting out of bed feels impossible these days and I do not know what to do.,Depression
Lately I feel like giving up even though I know I should not,Depression
Sometimes My relationships suffer because of my extreme mood changes and it is exhausting.,Bi-Polar
To be honest I can't switch off even when I get home which is not normal for me.,Stress
Recently I struggle to trust people because I have been hurt so much lately.,Personality Disorder
Recently I have very intense emotions that shift very quickly and I wish I could change it.,Personality Disorder
Sometimes I am overwhelmed by financial stress and do not know what to do and it has been going on for a while.,Stress
Sometimes I feel like I am trapped in my own patterns and cannot break free every single day.,Personality Disorder
I feel like When I am angry I cannot control my reactions lately.,Personality Disorder
I feel like there is no hope left for me and I do not know what to do.,Suicidal
Recently I feel like I have lost my purpose and it is exhausting.,Depression
For a while now I feel empty inside like nothing matters and that worries me.,Depression
Today Even good news can make me feel anxious and I do not know what to do.,Anxiety
Sometimes Leaving the house feels really hard some days and that worries me.,Anxiety
Leaving the house feels really hard some days more than I would like to admit.,Anxiety
Every day I get panic attacks out of nowhere every single day.,Anxiety
Every day I had racing thoughts for days and could not slow down and it is hard.,Bi-Polar
I notice that I feel like my moods shift without warning or reason and that worries me.,Personality Disorder
Honestly I feel confused about whether I am happy or sad and it has been going on for a while.,Bi-Polar
I notice that I feel like I am failing to keep up with everything and it has been going on for a while.,Stress
I cooked a nice meal and felt good doing it,Normal
I think I feel hopeless about the future every single day.,Depression
Most days I slept well last night and feel energized and it is hard.,Normal
It feels like I managed to finish a big task at work and feel proud and it is exhausting.,Normal
